Player_ID,Player,BirthYear,Pos,Height,Foot,MarketValue,League
845654,Kenan Yıldız,2005,Left Winger,"1,87 m",both,€45.00m,Serie A
581672,Samuel Iling-Junior,2003,Left Winger,"1,82 m",left,€11.00m,Serie A
516716,Bremer,1997,Centre-Back,"1,88 m",right,€60.00m,Serie A
364135,Moise Kean,2000,Centre-Forward,"1,83 m",right,€30.00m,Serie A
814473,Giovanni Daffara,2004,Goalkeeper,"1,94 m",right,€400k,Serie A
659416,Tommaso Mancini,2004,Centre-Forward,"1,90 m",right,€500k,Serie A
724178,Luis Hasa,2004,Central Midfield,"1,72 m",right,€1.00m,Serie A
668951,Matías Soulé,2003,Right Winger,"1,82 m",left,€22.00m,Serie A
459658,Andrea Cambiaso,2000,Left-Back,"1,82 m",both,€40.00m,Serie A
265088,Manuel Locatelli,1998,Defensive Midfield,"1,85 m",right,€28.00m,Serie A
420465,Tiago Djaló,2000,Centre-Back,"1,90 m",right,€12.00m,Serie A
341092,Federico Chiesa,1997,Right Winger,"1,75 m",right,€22.00m,Serie A
75411,Carlo Pinsoglio,1990,Goalkeeper,"1,94 m",left,€200k,Serie A
357498,Dušan Vlahović,2000,Centre-Forward,"1,90 m",left,€60.00m,Serie A
161011,Filip Kostić,1992,Left-Back,"1,84 m",left,€6.00m,Serie A
145707,Danilo,1991,Centre-Back,"1,84 m",right,€4.00m,Serie A
430280,Hans Nicolussi Caviglia,2000,Central Midfield,"1,84 m",right,€6.00m,Serie A
432090,Nicolò Fagioli,2001,Central Midfield,"1,78 m",right,€20.00m,Serie A
748319,Carlos Alcaraz,2002,Central Midfield,"1,83 m",right,€14.00m,Serie A
370846,Timothy Weah,2000,Right Winger,"1,83 m",right,€17.00m,Serie A
162959,Daniele Rugani,1994,Centre-Back,"1,90 m",right,€3.50m,Serie A
88682,Mattia De Sciglio,1992,Right-Back,"1,83 m",right,€1.00m,Serie A
182913,Adrien Rabiot,1995,Central Midfield,"1,91 m",left,€25.00m,Serie A
504825,Gian Marco Crespi,2001,Goalkeeper,"1,89 m",right,€50k,Serie A
44058,Wojciech Szczesny,1990,Goalkeeper,"1,95 m",right,€1.00m,Serie A
748807,Joseph Nonge,2005,Central Midfield,"1,84 m",left,€2.50m,Serie A
191891,Arkadiusz Milik,1994,Centre-Forward,"1,86 m",left,€4.00m,Serie A
122153,Paul Pogba,1993,Central Midfield,"1,91 m",both,-,Serie A
332697,Weston McKennie,1998,Central Midfield,"1,85 m",right,€24.00m,Serie A
509022,Federico Gatti,1998,Centre-Back,"1,90 m",right,€25.00m,Serie A
227081,Joaquín Correa,1994,Second Striker,"1,88 m",right,€3.00m,Serie A
182932,Davy Klaassen,1993,Central Midfield,"1,79 m",right,€4.00m,Serie A
91970,Juan Cuadrado,1988,Right Midfield,"1,76 m",right,€1.00m,Serie A
569384,Lucien Agoumé,2002,Defensive Midfield,"1,85 m",right,€7.00m,Serie A
746711,Alessandro Calligaris,2005,Goalkeeper,,right,€150k,Serie A
216179,Stefano Sensi,1995,Central Midfield,"1,68 m",right,€1.50m,Serie A
638793,Tajon Buchanan,1999,Right Midfield,"1,83 m",right,€8.00m,Serie A
54906,Matteo Darmian,1989,Right-Back,"1,83 m",right,€4.00m,Serie A
40433,Alexis Sánchez,1988,Centre-Forward,"1,69 m",right,€2.00m,Serie A
441986,Yann Bisseck,2000,Centre-Back,"1,96 m",right,€30.00m,Serie A
126414,Hakan Çalhanoğlu,1994,Defensive Midfield,"1,78 m",right,€40.00m,Serie A
198116,Federico Dimarco,1997,Left-Back,"1,75 m",left,€60.00m,Serie A
543771,Kristjan Asllani,2002,Defensive Midfield,"1,75 m",right,€18.00m,Serie A
255942,Nicolò Barella,1997,Central Midfield,"1,75 m",right,€80.00m,Serie A
969192,Ebenezer Akinsanmiro,2004,Central Midfield,"1,84 m",right,€2.00m,Serie A
111196,Stefan de Vrij,1992,Centre-Back,"1,89 m",right,€7.00m,Serie A
315853,Alessandro Bastoni,1999,Centre-Back,"1,90 m",left,€75.00m,Serie A
321528,Denzel Dumfries,1996,Right-Back,"1,88 m",right,€20.00m,Serie A
406625,Lautaro Martínez,1997,Centre-Forward,"1,74 m",right,€100.00m,Serie A
394300,Davide Frattesi,1999,Central Midfield,"1,78 m",right,€32.00m,Serie A
936503,Giacomo Stabile,2005,Centre-Back,"1,87 m",left,€300k,Serie A
131075,Francesco Acerbi,1988,Centre-Back,"1,92 m",left,€3.00m,Serie A
780136,Aleksandar Stankovic,2005,Defensive Midfield,"1,85 m",right,€5.00m,Serie A
42205,Yann Sommer,1988,Goalkeeper,"1,83 m",right,€4.00m,Serie A
70580,Raffaele Di Gennaro,1993,Goalkeeper,"1,88 m",right,€300k,Serie A
318528,Marcus Thuram,1997,Centre-Forward,"1,92 m",right,€75.00m,Serie A
723771,Amadou Sarr,2004,Centre-Forward,"1,90 m",left,€150k,Serie A
55735,Henrikh Mkhitaryan,1989,Central Midfield,"1,77 m",both,€5.00m,Serie A
717900,Tommaso Guercio,2005,Left Midfield,"1,86 m",right,€650k,Serie A
353366,Benjamin Pavard,1996,Centre-Back,"1,86 m",right,€40.00m,Serie A
885623,Issiaka Kamate,2004,Right Winger,"1,86 m",left,€800k,Serie A
937342,Matteo Motta,2005,Left-Back,,left,€100k,Serie A
585982,Carlos Augusto,1999,Left-Back,"1,84 m",left,€22.00m,Serie A
256339,Emil Audero,1997,Goalkeeper,"1,92 m",right,€5.00m,Serie A
984708,Siren Diao,2005,Centre-Forward,"1,89 m",left,€1.50m,Serie A
392966,Nadir Zortea,1999,Right Midfield,"1,87 m",right,€3.00m,Serie A
165513,Berat Djimsiti,1993,Centre-Back,"1,90 m",right,€8.00m,Serie A
663900,Giovanni Bonfanti,2003,Centre-Back,"1,87 m",left,€2.00m,Serie A
72441,Rafael Tolói,1990,Centre-Back,"1,85 m",right,€1.50m,Serie A
242359,Juan Musso,1994,Goalkeeper,"1,91 m",right,€4.00m,Serie A
119228,Luis Muriel,1991,Centre-Forward,"1,80 m",right,€1.80m,Serie A
650256,Paolo Vismara,2003,Goalkeeper,"1,95 m",right,€750k,Serie A
938678,Leonardo Mendicino,2006,Defensive Midfield,"1,82 m",right,€800k,Serie A
936755,Alberto Manzoni,2005,Central Midfield,"1,78 m",right,€1.00m,Serie A
361065,Mitchel Bakker,2000,Left-Back,"1,89 m",left,€5.00m,Serie A
133179,Marten de Roon,1991,Defensive Midfield,"1,85 m",right,€7.00m,Serie A
820620,Tommaso Del Lungo,2003,Centre-Back,"1,86 m",right,€400k,Serie A
936753,Pietro Comi,2005,Centre-Back,,right,€250k,Serie A
255450,Aleksey Miranchuk,1995,Attacking Midfield,"1,82 m",left,€10.00m,Serie A
895937,Marco Palestra,2005,Right Midfield,"1,86 m",right,€3.00m,Serie A
607854,Éderson,1999,Central Midfield,"1,83 m",right,€50.00m,Serie A
459763,Marco Carnesecchi,2000,Goalkeeper,"1,91 m",right,€20.00m,Serie A
125020,José Luis Palomino,1990,Centre-Back,"1,88 m",left,€700k,Serie A
315867,Gianluca Scamacca,1999,Centre-Forward,"1,95 m",right,€30.00m,Serie A
571604,Giorgio Scalvini,2003,Centre-Back,"1,94 m",right,€45.00m,Serie A
564305,Michel Adopo,2000,Central Midfield,"1,87 m",right,€1.50m,Serie A
814015,Matteo Colombo,2004,Central Midfield,"1,82 m",right,€150k,Serie A
126634,Francesco Rossi,1991,Goalkeeper,"1,93 m",right,€100k,Serie A
173859,Davide Zappacosta,1992,Right Midfield,"1,82 m",right,€6.00m,Serie A
406040,Ademola Lookman,1997,Second Striker,"1,74 m",right,€55.00m,Serie A
360518,Teun Koopmeiners,1998,Attacking Midfield,"1,84 m",left,€50.00m,Serie A
503075,Isak Hien,1999,Centre-Back,"1,91 m",right,€30.00m,Serie A
567475,Andrea Ceresoli,2003,Left-Back,"1,77 m",left,€400k,Serie A
275303,Hans Hateboer,1994,Right-Back,"1,87 m",right,€3.00m,Serie A
649016,El Bilal Touré,2001,Centre-Forward,"1,85 m",both,€20.00m,Serie A
94005,Sead Kolasinac,1993,Centre-Back,"1,83 m",left,€10.00m,Serie A
616631,Matteo Ruggeri,2002,Left Midfield,"1,87 m",left,€20.00m,Serie A
421768,Alessandro Cortinovis,2001,Attacking Midfield,"1,80 m",right,€400k,Serie A
496745,Emil Holm,2000,Right-Back,"1,91 m",right,€7.00m,Serie A
205938,Mario Pasalic,1995,Central Midfield,"1,88 m",right,€13.00m,Serie A
